canonical_id,game_code,bruns_long_name,canonical_p1,canonical_p2,canonical_8vec,nash_count,dominance_level,is_symmetric,canon_l1_p1,canon_l1_p2,nagel_p_id,nagel_p_paired,nagel_perspective,nagel_matrix_code,nagel_lk_type,nagel_lk_type_description,nagel_emp_class,nagel_emp_class_description,nagel_rgg_class,nagel_rgg_class_description,nagel_swap_sr,nagel_swap_sc,nagel_role_relative_to_canonical,nagel_frac_choose_A,nagel_frac_choose_act0_canonical,nagel_entropy_binary,nagel_entropy_4outcome,nagel_utility_efficiency,nagel_quality_level,nagel_n_pure_NE,nagel_p1_has_dominant,nagel_p2_has_dominant,clean_grif_n_games,clean_grif_p1_mean,clean_grif_p2_mean,clean_grif_p1_std,clean_grif_p2_std,clean_grif_game_ids,dominance_profile,iesds_depth,num_pure_ne,pure_ne_cells,ne_pareto_rankable,ne_distributional_conflict,payoff_variance,payoff_conflict,p1_maximin_action,p2_maximin_action,joint_maximin_cell,maximin_is_ne,maximin_to_ne_action_distance,maximin_to_ne_payoff_distance,l1_action_p1,l1_action_p2,l2_action_p1,l2_action_p2,near_equal_split_cell,pareto_efficient_cells,source,frac_choose_A,entropy_binary,lk_type,emp_class,up_choice,topology,delta_norm,dominant_action_p1,dominant_action_p2,nash_action_p1,nash_action_p2,payoff_dominant_ne_p1,payoff_dominant_ne_p2,risk_dominant_ne_p1,risk_dominant_ne_p2,l0_action_p1,l0_action_p2,cooperative_action_p1,cooperative_action_p2,canonical_action_p1,canonical_action_p2,complexity_score,complexity_score_n_components,delta1_uniform,delta1_canonical,abs_delta1,sign_delta1c,llm_rank_8vec,mgn_rank_8vec,mgn_p_paired,payoff_scale_llm,payoff_scale_mgn,payoff_scale_griffiths,nagel_pcanon,grif_rank_clean
28,ChCm,,"2,3,1,4","4,1,3,2","2,3,1,4,4,1,3,2",1,2,False,-1,0,112,38,P112,14233241,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O2,One-sided dominance: one player has a dominant strategy (class 2 of 4); 18 perspectives,True,False,P1,0.310421286,0.689578714,0.8937,1.5872,0.3104,0.8137,1,False,True,0,,,,,,1,2,1,"(0,0)",,,1.25,1.6,0,0,"(0,0)",True,0.0,0.0,-1,0,0,-1,"(0,0)","(0,0);(1,1)",bruns,,,,,,,,,0.0,0.0,0.0,,,,,1,0,,,0,0,0.6253645925749319,3,0.0,0.0,0.0,0,"2,3,1,4,4,1,3,2","1,4,2,3,3,2,4,1",38,rank_1to4_pm1,rank_1to4,cardinal,0.689578714,False
29,ChCo,,"2,3,1,4","1,4,3,2","2,3,1,4,1,4,3,2",0,0,False,-1,1,132,61,P132,41322341,MP,Matching pennies — no pure NE; Lk(α) cycles through all 4 outcomes,A4,Level-k(α) class: 8 MP games; L1(α) breaks ties; frequencies cluster around L1(α) prediction,H,Hero / anti-coordination: no dominant strategies; no pure NE; pure conflict (18 perspectives),True,True,P1,0.294900222,0.705099778,0.875,1.5444,0.2949,0.8248,0,False,False,0,,,,,,2,0,0,,,,1.25,1.0,0,1,"(0,1)",False,,,-1,1,1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,1,0.1059457483985941,3,0.0,0.0,0.0,0,"2,3,1,4,1,4,3,2","4,1,3,2,2,3,4,1",61,rank_1to4_pm1,rank_1to4,cardinal,0.705099778,False
30,ChDl,,"2,3,1,4","4,2,3,1","2,3,1,4,4,2,3,1",1,2,False,-1,0,94,17,P94,41321324,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O2,One-sided dominance: one player has a dominant strategy (class 2 of 4); 18 perspectives,True,True,P1,0.241685144,0.758314856,0.7978,1.4096,0.2417,0.8492,1,False,True,0,,,,,,1,2,1,"(0,0)",,,1.25,1.7999999999999998,0,0,"(0,0)",True,0.0,0.0,-1,0,0,-1,"(0,1)","(0,0);(0,1);(1,1)",bruns,,,,,,,,,0.0,0.0,0.0,,,,,1,0,,,0,0,0.7408346464128569,3,0.0,0.0,0.0,0,"2,3,1,4,4,2,3,1","4,1,3,2,1,3,2,4",17,rank_1to4_pm1,rank_1to4,cardinal,0.758314856,False
31,ChHa,,"2,3,1,4","2,4,1,3","2,3,1,4,2,4,1,3",1,2,False,-1,1,84,7,P84,41323142,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O1,One-sided dominance: one player has a dominant strategy (class 1 of 4); 18 perspectives,True,True,P1,0.383592018,0.616407982,0.9605,1.5611,0.3836,0.8537,1,False,True,0,,,,,,1,2,1,"(1,1)",,,1.25,0.2,0,1,"(0,1)",False,1.0,2.0,-1,1,1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,1.0,1.0,1.0,,,,,1,1,,,1,1,-0.1829257842905442,3,0.0,-0.0,0.0,0,"2,3,1,4,2,4,1,3","4,1,3,2,3,1,4,2",7,rank_1to4_pm1,rank_1to4,cardinal,0.383592018,False
32,ChHr,,"2,3,1,4","4,1,2,3","2,3,1,4,4,1,2,3",2,0,False,-1,0,136,66,P136,14232341,CO1,Coordination type 1 — two pure NE; L1(α) selects one equilibrium (1 outcome),B3,Breakaway: 2 CO1 games (Battle of Sexes-like); Lk(α)→NE favoring one player; other NE favors other,E,Exploitation / discoordination: no dominant strategies; related to matching pennies (9 perspectives),True,False,P1,0.474501109,0.525498891,0.9981,1.9325,0.4745,0.6497,2,False,False,0,,,,,,2,0,2,"(0,0);(1,1)",False,True,1.25,1.0,0,0,"(0,0)",True,0.0,0.0,-1,0,0,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,0.0,0.0,1,0,,,0,0,0.3294593112989456,4,0.0,0.0,0.0,0,"2,3,1,4,4,1,2,3","1,4,2,3,2,3,4,1",66,rank_1to4_pm1,rank_1to4,cardinal,0.525498891,False
33,ChNc,,"2,3,1,4","3,4,1,2","2,3,1,4,3,4,1,2",1,2,False,-1,1,120,47,P120,41322143,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O1,One-sided dominance: one player has a dominant strategy (class 1 of 4); 18 perspectives,True,True,P1,0.321507761,0.678492239,0.906,1.6402,0.3215,0.7938,1,False,True,0,,,,,,1,2,1,"(1,1)",,,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,3.0,-1,1,1,-1,"(1,0)","(0,1);(1,1)",bruns,,,,,,,,,1.0,1.0,1.0,,,,,1,1,,,1,1,0.048014323385306,3,0.0,-0.0,0.0,0,"2,3,1,4,3,4,1,2","4,1,3,2,2,1,4,3",47,rank_1to4_pm1,rank_1to4,cardinal,0.321507761,False
34,ChPc,,"2,3,1,4","1,4,2,3","2,3,1,4,1,4,2,3",1,2,False,-1,1,104,29,P104,41323241,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O1,One-sided dominance: one player has a dominant strategy (class 1 of 4); 18 perspectives,True,True,P1,0.463414634,0.536585366,0.9961,1.4282,0.4634,0.9113,1,False,True,0,,,,,,1,2,1,"(1,1)",,,1.25,0.3999999999999999,0,1,"(0,1)",False,1.0,2.0,-1,1,1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,1.0,1.0,1.0,,,,,1,1,,,1,1,-0.0674557304526191,3,0.0,-0.0,0.0,0,"2,3,1,4,1,4,2,3","4,1,3,2,3,2,4,1",29,rank_1to4_pm1,rank_1to4,cardinal,0.46341463400000005,False
35,ChPd,,"2,3,1,4","4,3,2,1","2,3,1,4,4,3,2,1",1,2,False,-1,0,126,53,P126,41321234,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O2,One-sided dominance: one player has a dominant strategy (class 2 of 4); 18 perspectives,True,True,P1,0.210643016,0.789356984,0.7427,1.5912,0.2106,0.7251,1,False,True,0,,,,,,1,2,1,"(0,0)",,,1.25,1.4,0,0,"(0,0)",True,0.0,0.0,-1,0,0,-1,"(0,1)","(0,0);(0,1);(1,1)",bruns,,,,,,,,,0.0,0.0,0.0,,,,,1,0,,,0,0,0.5098945387370066,3,0.0,0.0,0.0,0,"2,3,1,4,4,3,2,1","4,1,3,2,1,2,3,4",53,rank_1to4_pm1,rank_1to4,cardinal,0.789356984,False
36,ChSh,,"2,3,1,4","3,4,2,1","2,3,1,4,3,4,2,1",0,0,False,-1,-1,140,71,P140,41321243,MP,Matching pennies — no pure NE; Lk(α) cycles through all 4 outcomes,A4,Level-k(α) class: 8 MP games; L1(α) breaks ties; frequencies cluster around L1(α) prediction,H,Hero / anti-coordination: no dominant strategies; no pure NE; pure conflict (18 perspectives),True,True,P1,0.241685144,0.758314856,0.7978,1.7733,0.2417,0.408,0,False,False,0,,,,,,2,0,0,,,,1.25,1.2,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.2214158022365192,3,0.0,0.0,0.0,0,"2,3,1,4,3,4,2,1","4,1,3,2,1,2,4,3",71,rank_1to4_pm1,rank_1to4,cardinal,0.758314856,False
37,CmAs,,"2,1,3,4","2,4,3,1","2,1,3,4,2,4,3,1",1,1,False,1,-1,40,114,P40,43121342,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O3,One-sided dominance: one player has a dominant strategy (class 3 of 4); 18 perspectives,True,True,P1,0.904656319,0.095343681,0.4541,1.1661,0.9047,0.1951,1,True,False,0,,,,,,1,1,1,"(1,0)",,,1.25,1.7999999999999998,1,0,"(1,0)",True,0.0,0.0,1,-1,-1,0,"(0,0)","(0,1);(1,0);(1,1)",bruns,,,,,,,,1.0,,1.0,0.0,,,,,1,1,,,1,0,0.2694301256218253,3,-2.0,2.0,2.0,1,"2,1,3,4,2,4,3,1","4,3,1,2,1,3,4,2",114,rank_1to4_pm1,rank_1to4,cardinal,0.904656319,False
38,CmBa,Protector,"2,1,3,4","4,2,1,3","2,1,3,4,4,2,1,3",1,1,False,1,-1,33,108,P33,34211342,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O2,One-sided dominance: one player has a dominant strategy (class 2 of 4); 18 perspectives,True,False,P1,0.889135255,0.1108647449999999,0.5025,1.3571,0.8891,0.2794,1,True,False,0,,,,,,1,1,1,"(1,1)",,,1.25,1.0,1,1,"(1,1)",True,0.0,0.0,1,-1,-1,1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,1.0,,1.0,1.0,,,,,1,0,,,1,1,-0.1924500897298753,3,-2.0,2.0,2.0,1,"2,1,3,4,4,2,1,3","3,4,2,1,1,3,4,2",108,rank_1to4_pm1,rank_1to4,cardinal,0.8891352550000001,False
39,CmCh,UnfairType,"2,1,3,4","4,3,1,2","2,1,3,4,4,3,1,2",1,1,False,1,-1,38,112,P38,34211243,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O2,One-sided dominance: one player has a dominant strategy (class 2 of 4); 18 perspectives,True,False,P1,0.813747228,0.186252772,0.6936,1.5872,0.8137,0.3104,1,True,False,0,,,,,,1,1,1,"(1,1)",,,1.25,1.6,1,1,"(1,1)",True,0.0,0.0,1,-1,-1,1,"(0,0)","(0,0);(1,1)",bruns,,,,,,,,1.0,,1.0,1.0,,,,,1,0,,,1,1,0.1539600717839002,3,-2.0,2.0,2.0,1,"2,1,3,4,4,3,1,2","3,4,2,1,1,2,4,3",112,rank_1to4_pm1,rank_1to4,cardinal,0.813747228,False
40,CmCm,Compromise,"2,1,3,4","4,1,3,2","2,1,3,4,4,1,3,2",1,1,True,1,0,36,36,P36,43122314,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D2,Dominant strategy: both players have dominant strategies; different conflict structure from D1 (9 perspectives),True,True,P1,0.898004435,0.1019955649999999,0.4753,0.9506,0.898,0.898,1,True,True,2,0.2069264069264069,0.1930894308943089,0.050201520395928,0.0373674315261184,6;188,0,1,1,"(1,0)",,,1.25,0.8,1,0,"(1,0)",True,0.0,0.0,1,0,1,0,"(0,1)","(0,0);(1,0);(1,1)",bruns,,,,,,,,1.0,0.0,1.0,0.0,,,,,1,0,,,1,0,-0.3079201435678004,3,-2.0,2.0,2.0,1,"2,1,3,4,4,1,3,2","4,3,1,2,2,3,1,4",36,rank_1to4_pm1,rank_1to4,cardinal,0.898004435,True
41,CmCo,,"2,1,3,4","1,4,3,2","2,1,3,4,1,4,3,2",1,1,False,1,1,35,110,P35,43122341,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O3,One-sided dominance: one player has a dominant strategy (class 3 of 4); 18 perspectives,True,True,P1,0.926829268,0.073170732,0.3776,1.3233,0.9268,0.6364,1,True,False,6,0.075933896431167,0.6398818494136732,0.0547179677778276,0.117777660372056,40;72;142;334;431;586,1,1,1,"(1,0)",,,1.25,1.4,1,1,"(1,1)",False,1.0,2.0,1,1,1,0,"(1,0)","(0,1);(1,0);(1,1)",bruns,,,,,,,,1.0,,1.0,0.0,,,,,1,1,,,1,0,0.0384900179459749,3,-2.0,2.0,2.0,1,"2,1,3,4,1,4,3,2","4,3,1,2,2,3,4,1",110,rank_1to4_pm1,rank_1to4,cardinal,0.926829268,True
42,CmDl,,"2,1,3,4","4,2,3,1","2,1,3,4,4,2,3,1",1,1,False,1,0,92,15,P92,43121324,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D2,Dominant strategy: both players have dominant strategies; different conflict structure from D1 (9 perspectives),True,True,P1,0.89135255,0.1086474499999999,0.4958,0.8315,0.8914,0.9379,1,True,True,3,0.1451330530784313,0.092677281037037,0.0640677375112171,0.0189929233203799,240;263;360,0,1,1,"(1,0)",,,1.25,1.4,1,0,"(1,0)",True,0.0,0.0,1,0,1,0,"(1,0)","(0,0);(1,0);(1,1)",bruns,,,,,,,,1.0,0.0,1.0,0.0,,,,,1,0,,,1,0,0.0384900179459749,3,-2.0,2.0,2.0,1,"2,1,3,4,4,2,3,1","4,3,1,2,1,3,2,4",15,rank_1to4_pm1,rank_1to4,cardinal,0.8913525500000001,True
43,CmHa,,"2,1,3,4","2,4,1,3","2,1,3,4,2,4,1,3",1,1,False,1,1,96,19,P96,34211324,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),True,False,P1,0.871396896,0.1286031039999999,0.5536,1.0219,0.8714,0.9002,1,True,True,1,0.1515151515151515,0.92,0.0,0.0,378,0,1,1,"(1,1)",,,1.25,1.4,1,1,"(1,1)",True,0.0,0.0,1,1,1,1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,1.0,1.0,1.0,1.0,,,,,1,1,,,1,1,0.0384900179459749,3,-2.0,2.0,2.0,1,"2,1,3,4,2,4,1,3","3,4,2,1,1,3,2,4",19,rank_1to4_pm1,rank_1to4,cardinal,0.871396896,True
44,CmHr,Compromise-Hero,"2,1,3,4","4,1,2,3","2,1,3,4,4,1,2,3",1,1,False,1,0,32,107,P32,34212341,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O2,One-sided dominance: one player has a dominant strategy (class 2 of 4); 18 perspectives,True,False,P1,0.935698448,0.0643015519999999,0.3443,1.2455,0.9357,0.6829,1,True,False,7,0.1550890146183955,0.4239959497312439,0.0839763958749571,0.1172080885741923,42;105;123;134;272;474;500,1,1,1,"(1,1)",,,1.25,0.6000000000000001,1,0,"(1,0)",False,1.0,2.0,1,0,1,1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,1.0,,1.0,1.0,,,,,1,0,,,1,1,-0.4233901974057255,3,-2.0,2.0,2.0,1,"2,1,3,4,4,1,2,3","3,4,2,1,2,3,4,1",107,rank_1to4_pm1,rank_1to4,cardinal,0.9356984480000001,True
45,CmNc,,"2,1,3,4","3,4,1,2","2,1,3,4,3,4,1,2",1,1,False,1,1,37,111,P37,34211234,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),True,False,P1,0.853658537,0.1463414629999999,0.6006,1.2341,0.8537,0.8404,1,True,True,3,0.1821875387092778,0.8553049289891396,0.0585597567741024,0.0123834211954471,356;649;686,0,1,1,"(1,1)",,,1.25,1.7999999999999998,1,1,"(1,1)",True,0.0,0.0,1,1,1,1,"(0,0)","(0,0);(0,1);(1,1)",bruns,,,,,,,,1.0,1.0,1.0,1.0,,,,,1,1,,,1,1,0.2694301256218253,3,-2.0,2.0,2.0,1,"2,1,3,4,3,4,1,2","3,4,2,1,1,2,3,4",111,rank_1to4_pm1,rank_1to4,cardinal,0.853658537,True
46,CmPc,,"2,1,3,4","1,4,2,3","2,1,3,4,1,4,2,3",1,1,False,1,1,31,106,P31,34212314,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D3,Dominant strategy: both players have dominant strategies; highest internal conflict of D-class (18 perspectives),True,False,P1,0.911308204,0.0886917959999999,0.4321,0.9543,0.9113,0.8825,1,True,True,2,0.0829831932773109,0.9807692307692308,0.0341669243010306,0.027196414661021,166;261,0,1,1,"(1,1)",,,1.25,1.2,1,1,"(1,1)",True,0.0,0.0,1,1,1,1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,1.0,1.0,1.0,1.0,,,,,1,1,,,1,1,-0.0769800358919501,3,-2.0,2.0,2.0,1,"2,1,3,4,1,4,2,3","3,4,2,1,2,3,1,4",106,rank_1to4_pm1,rank_1to4,cardinal,0.9113082040000001,True
47,CmPd,,"2,1,3,4","4,3,2,1","2,1,3,4,4,3,2,1",1,1,False,1,0,42,116,P42,43121234,DD,Double dominance — both players have a strictly dominated action; unique pure NE at L1(α),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),D2,Dominant strategy: both players have dominant strategies; different conflict structure from D1 (9 perspectives),True,True,P1,0.840354767,0.159645233,0.6335,1.1621,0.8404,0.8803,1,True,True,2,0.1875,0.1024027460217391,0.0883883476483184,0.0703870594172799,85;117,0,1,1,"(1,0)",,,1.25,1.7999999999999998,1,0,"(1,0)",True,0.0,0.0,1,0,1,0,"(1,0)","(0,0);(1,0);(1,1)",bruns,,,,,,,,1.0,0.0,1.0,0.0,,,,,1,0,,,1,0,0.2694301256218253,3,-2.0,2.0,2.0,1,"2,1,3,4,4,3,2,1","4,3,1,2,1,2,3,4",116,rank_1to4_pm1,rank_1to4,cardinal,0.840354767,True
48,CmSh,,"2,1,3,4","3,4,2,1","2,1,3,4,3,4,2,1",1,1,False,1,-1,41,115,P41,43121243,OD1,One-sided dominance type 1 — one player has a dominated action; L1(α) converges to NE (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),O3,One-sided dominance: one player has a dominant strategy (class 3 of 4); 18 perspectives,True,True,P1,0.824833703,0.1751662969999999,0.6694,1.4745,0.8248,0.2461,1,True,False,0,,,,,,1,1,1,"(1,0)",,,1.25,2.0,1,0,"(1,0)",True,0.0,0.0,1,-1,-1,0,"(0,0)","(0,0);(0,1);(1,0);(1,1)",bruns,,,,,,,,1.0,,1.0,0.0,,,,,1,1,,,1,0,0.3849001794597504,3,-2.0,2.0,2.0,1,"2,1,3,4,3,4,2,1","4,3,1,2,1,2,4,3",115,rank_1to4_pm1,rank_1to4,cardinal,0.8248337030000001,False
49,CoAs,PureAssurance,"2,4,3,1","2,4,3,1","2,4,3,1,2,4,3,1",2,0,False,0,-1,59,131,P59,24312431,CO2,"Coordination type 2 — two pure NE; Lk(α) cycles through all 4 outcomes, never reaching NE",A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",C,Coordination: no dominant strategies; two pure NE; coordination problem (9 perspectives),False,False,P1,0.871396896,0.871396896,0.5536,1.5532,0.8714,0.4878,2,False,False,0,,,,,,2,0,2,"(0,1);(1,0)",True,False,1.25,0.0,0,0,"(0,0)",False,1.0,2.0,0,-1,-1,1,"(0,0)","(0,1)",bruns,,,,,,,,,,,,0.0,1.0,0.0,1.0,0,1,,,0,1,-0.6035533905932737,4,1.0,1.0,1.0,1,"2,4,3,1,2,4,3,1","2,4,3,1,2,4,3,1",131,rank_1to4_pm1,rank_1to4,cardinal,0.871396896,False
50,CoBa,QuasiCycle,"2,4,3,1","4,2,1,3","2,4,3,1,4,2,1,3",0,0,False,0,-1,64,134,P64,24314213,MP,Matching pennies — no pure NE; Lk(α) cycles through all 4 outcomes,A4,Level-k(α) class: 8 MP games; L1(α) breaks ties; frequencies cluster around L1(α) prediction,H,Hero / anti-coordination: no dominant strategies; no pure NE; pure conflict (18 perspectives),False,False,P1,0.853658537,0.853658537,0.6006,1.5247,0.8537,0.3392,0,False,False,0,,,,,,2,0,0,,,,1.25,1.6,0,1,"(0,1)",False,,,0,-1,-1,0,"(0,0)","(0,0);(0,1)",bruns,,,,,,,,,,,,,,,,0,0,,,0,1,0.4523559099123697,3,1.0,1.0,1.0,1,"2,4,3,1,4,2,1,3","2,4,3,1,4,2,1,3",134,rank_1to4_pm1,rank_1to4,cardinal,0.853658537,False
51,CoCh,BiasedCycle,"2,4,3,1","4,3,1,2","2,4,3,1,4,3,1,2",0,0,False,0,-1,61,132,P61,24314312,MP,Matching pennies — no pure NE; Lk(α) cycles through all 4 outcomes,A4,Level-k(α) class: 8 MP games; L1(α) breaks ties; frequencies cluster around L1(α) prediction,H,Hero / anti-coordination: no dominant strategies; no pure NE; pure conflict (18 perspectives),False,False,P1,0.824833703,0.824833703,0.6694,1.5444,0.8248,0.2949,0,False,False,0,,,,,,2,0,0,,,,1.25,1.0,0,1,"(0,1)",False,,,0,-1,-1,0,"(0,1)","(0,0);(0,1)",bruns,,,,,,,,,,,,,,,,0,0,,,0,1,0.1059457483985941,3,1.0,1.0,1.0,1,"2,4,3,1,4,3,1,2","2,4,3,1,4,3,1,2",132,rank_1to4_pm1,rank_1to4,cardinal,0.824833703,False
52,CoCm,Coordination-Compromise,"2,4,3,1","4,1,3,2","2,4,3,1,4,1,3,2",1,2,False,0,0,110,35,P110,24314132,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O3,One-sided dominance: one player has a dominant strategy (class 3 of 4); 18 perspectives,False,False,P1,0.636363636,0.636363636,0.9457,1.3233,0.6364,0.9268,1,False,True,8,0.7191498048769825,0.1532546413231612,0.1041374544499106,0.1095590833893129,146;532;583;624;731;762;795;810,1,2,1,"(1,0)",,,1.25,1.4,0,0,"(0,0)",False,1.0,2.0,0,0,1,0,"(1,0)","(0,0);(0,1);(1,0)",bruns,,,,,,,,,0.0,1.0,0.0,,,,,0,0,,,1,0,0.5098945387370066,3,1.0,-1.0,1.0,0,"2,4,3,1,4,1,3,2","2,4,3,1,4,1,3,2",35,rank_1to4_pm1,rank_1to4,cardinal,0.363636364,True
53,CoCo,Coordination,"2,4,3,1","1,4,3,2","2,4,3,1,1,4,3,2",2,0,True,0,1,60,60,P60,24311432,CO1,Coordination type 1 — two pure NE; L1(α) selects one equilibrium (1 outcome),A1,Level-k(α) class: 36 games (DD+OD1+CO1); Lk(α)→NE at k=1; NE is near-equal split; ≥67% play L1(α),C,Coordination: no dominant strategies; two pure NE; coordination problem (9 perspectives),False,False,P1,0.849223947,0.849223947,0.6118,1.2236,0.8492,0.8492,2,False,False,20,0.8687240844215423,0.8597480095837235,0.0583347439737521,0.0782604643328978,92;338;485;553;678;840;895;950;1024;1032;1049;1051;1053;1056;1058;1088;1100;1105;1118;1145,2,0,2,"(0,1);(1,0)",True,False,1.25,0.2,0,1,"(0,1)",True,0.0,0.0,0,1,0,1,"(0,1)","(0,1)",bruns,,,,,,,,,,,,0.0,1.0,0.0,1.0,0,1,,,0,1,-0.5169508502148299,4,1.0,1.0,1.0,1,"2,4,3,1,1,4,3,2","2,4,3,1,1,4,3,2",60,rank_1to4_pm1,rank_1to4,cardinal,0.849223947,True
54,CoDl,Coordination-Lock,"2,4,3,1","4,2,3,1","2,4,3,1,4,2,3,1",1,2,False,0,0,91,14,P91,24314231,OD2,One-sided dominance type 2 — one player has a dominated action; needs L2(α) to reach NE (2 outcomes),A2,"Level-k(α) class: 22 games (OD2+CO2+MP); L1(α) concentrates one player, other splits; needs k=2",O3,One-sided dominance: one player has a dominant strategy (class 3 of 4); 18 perspectives,False,False,P1,0.609756098,0.609756098,0.965,1.3507,0.6098,0.9246,1,False,True,8,0.733927608669925,0.1653972519446364,0.1130382379213448,0.1632678734054245,517;602;640;661;666;742;744;832,1,2,1,"(1,0)",,,1.25,0.8,0,0,"(0,0)",False,1.0,2.0,0,0,1,0,"(1,0)","(0,0);(0,1);(1,0)",bruns,,,,,,,,,0.0,1.0,0.0,,,,,0,0,,,1,0,0.1634843772232312,3,1.0,-1.0,1.0,0,"2,4,3,1,4,2,3,1","2,4,3,1,4,2,3,1",14,rank_1to4_pm1,rank_1to4,cardinal,0.39024390200000003,True
