period,model,game,seed,condition,trait_p1,trait_p2,real0,pref0,n_rounds
all10,llama31_instruct,AsAs,300,inequity_aversion_typeA,inequity_aversion,baseline,0.7,0.5306860375750942,10
round1,llama31_instruct,AsAs,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5621765016014454,1
round10,llama31_instruct,AsAs,300,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.4378235098157715,1
all10,llama31_instruct,AsAs,300,level1_typeA,level1,baseline,1.0,0.6513199685931244,10
round1,llama31_instruct,AsAs,300,level1_typeA,level1,baseline,1.0,0.6513548555262413,1
round10,llama31_instruct,AsAs,300,level1_typeA,level1,baseline,1.0,0.5,1
all10,llama31_instruct,AsAs,300,level2_typeA,level2,baseline,0.5,0.6053571263186053,10
round1,llama31_instruct,AsAs,300,level2_typeA,level2,baseline,0.0,0.437823504814475,1
round10,llama31_instruct,AsAs,300,level2_typeA,level2,baseline,0.0,0.37754067334883745,1
all10,llama31_instruct,AsAs,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6230129983710783,10
round1,llama31_instruct,AsAs,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6224593452697154,1
round10,llama31_instruct,AsAs,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.5,1
all10,llama31_instruct,AsAs,300,maximin_typeA,maximin,baseline,0.6,0.5547365338483956,10
round1,llama31_instruct,AsAs,300,maximin_typeA,maximin,baseline,1.0,0.5,1
round10,llama31_instruct,AsAs,300,maximin_typeA,maximin,baseline,1.0,0.5,1
all10,llama31_instruct,AsAs,300,risk_aversion_typeA,risk_aversion,baseline,0.9,0.7098764906404292,10
round1,llama31_instruct,AsAs,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.5312093712430237,1
round10,llama31_instruct,AsAs,300,risk_aversion_typeA,risk_aversion,baseline,0.0,0.3629692006546527,1
all10,llama31_instruct,AsAs,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.7,0.6350565691711965,10
round1,llama31_instruct,AsAs,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.377540667701808,1
round10,llama31_instruct,AsAs,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.24508501758156295,1
all10,llama31_instruct,AsBa,100,baseline,baseline,baseline,0.1,0.49021643348437943,10
round1,llama31_instruct,AsBa,100,baseline,baseline,baseline,1.0,0.6513548519045398,1
round10,llama31_instruct,AsBa,100,baseline,baseline,baseline,0.0,0.4687906068989715,1
all10,llama31_instruct,AsBa,100,inequity_aversion_typeA,inequity_aversion,baseline,0.7,0.5515258383913193,10
round1,llama31_instruct,AsBa,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.705785047693759,1
round10,llama31_instruct,AsBa,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5312093704619365,1
all10,llama31_instruct,AsBa,100,level1_typeA,level1,baseline,1.0,0.6447648145060594,10
round1,llama31_instruct,AsBa,100,level1_typeA,level1,baseline,1.0,0.7772998470118047,1
round10,llama31_instruct,AsBa,100,level1_typeA,level1,baseline,1.0,0.7549149805813578,1
all10,llama31_instruct,AsBa,100,level2_typeA,level2,baseline,0.5,0.5454314914790491,10
round1,llama31_instruct,AsBa,100,level2_typeA,level2,baseline,1.0,0.817574463923096,1
round10,llama31_instruct,AsBa,100,level2_typeA,level2,baseline,1.0,0.7549149832571892,1
all10,llama31_instruct,AsBa,100,loss_aversion_typeA,loss_aversion,baseline,0.9,0.6602204907688874,10
round1,llama31_instruct,AsBa,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.7981867804560047,1
round10,llama31_instruct,AsBa,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.7772998618672498,1
all10,llama31_instruct,AsBa,100,maximin_typeA,maximin,baseline,0.4,0.5023858567640496,10
round1,llama31_instruct,AsBa,100,maximin_typeA,maximin,baseline,1.0,0.6791787016083873,1
round10,llama31_instruct,AsBa,100,maximin_typeA,maximin,baseline,1.0,0.5312093786863574,1
all10,llama31_instruct,AsBa,100,risk_aversion_typeA,risk_aversion,baseline,0.5,0.5133699331300274,10
round1,llama31_instruct,AsBa,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.5467381501790113,1
round10,llama31_instruct,AsBa,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.7185944093328187,1
all10,llama31_instruct,AsBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,0.5,0.5973622250517346,10
round1,llama31_instruct,AsBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8354835562530796,1
round10,llama31_instruct,AsBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8175744696259035,1
all10,llama31_instruct,AsBa,200,baseline,baseline,baseline,1.0,0.6449356031531326,10
round1,llama31_instruct,AsBa,200,baseline,baseline,baseline,1.0,0.6791786775305926,1
round10,llama31_instruct,AsBa,200,baseline,baseline,baseline,1.0,0.6224593273565391,1
all10,llama31_instruct,AsBa,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.6619998940702173,10
round1,llama31_instruct,AsBa,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.7310585475615236,1
round10,llama31_instruct,AsBa,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5312093852308526,1
all10,llama31_instruct,AsBa,200,level1_typeA,level1,baseline,1.0,0.6639633272095704,10
round1,llama31_instruct,AsBa,200,level1_typeA,level1,baseline,1.0,0.7772998628486952,1
round10,llama31_instruct,AsBa,200,level1_typeA,level1,baseline,1.0,0.5312093631889323,1
all10,llama31_instruct,AsBa,200,level2_typeA,level2,baseline,0.7,0.6694424095538828,10
round1,llama31_instruct,AsBa,200,level2_typeA,level2,baseline,1.0,0.8519528071123521,1
round10,llama31_instruct,AsBa,200,level2_typeA,level2,baseline,0.0,0.2942149563658452,1
all10,llama31_instruct,AsBa,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6742492333360703,10
round1,llama31_instruct,AsBa,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.7310585636635692,1
round10,llama31_instruct,AsBa,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.5926665999084051,1
all10,llama31_instruct,AsBa,200,maximin_typeA,maximin,baseline,0.7,0.5952586357656119,10
round1,llama31_instruct,AsBa,200,maximin_typeA,maximin,baseline,1.0,0.7310585495935658,1
round10,llama31_instruct,AsBa,200,maximin_typeA,maximin,baseline,0.0,0.4378235056747722,1
all10,llama31_instruct,AsBa,200,risk_aversion_typeA,risk_aversion,baseline,0.9,0.7126049243904641,10
round1,llama31_instruct,AsBa,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.6076631637738541,1
round10,llama31_instruct,AsBa,200,risk_aversion_typeA,risk_aversion,baseline,0.0,0.37754067017567394,1
all10,llama31_instruct,AsBa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.7,0.7348428964479667,10
round1,llama31_instruct,AsBa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8807970798516497,1
round10,llama31_instruct,AsBa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.32082129913172724,1
all10,llama31_instruct,AsBa,300,baseline,baseline,baseline,1.0,0.6612124318888946,10
round1,llama31_instruct,AsBa,300,baseline,baseline,baseline,1.0,0.6513548620212388,1
round10,llama31_instruct,AsBa,300,baseline,baseline,baseline,1.0,0.6224593271603174,1
all10,llama31_instruct,AsBa,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.6501495964067514,10
round1,llama31_instruct,AsBa,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5926666008982474,1
round10,llama31_instruct,AsBa,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5312093631922707,1
all10,llama31_instruct,AsBa,300,level1_typeA,level1,baseline,1.0,0.6670314946629818,10
round1,llama31_instruct,AsBa,300,level1_typeA,level1,baseline,1.0,0.6513548601618484,1
round10,llama31_instruct,AsBa,300,level1_typeA,level1,baseline,1.0,0.5621765096967126,1
all10,llama31_instruct,AsBa,300,level2_typeA,level2,baseline,0.5,0.5788508287955787,10
round1,llama31_instruct,AsBa,300,level2_typeA,level2,baseline,0.0,0.40733341921539834,1
round10,llama31_instruct,AsBa,300,level2_typeA,level2,baseline,0.0,0.43782348017229217,1
all10,llama31_instruct,AsBa,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6935286759494562,10
round1,llama31_instruct,AsBa,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6791786831490283,1
round10,llama31_instruct,AsBa,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6791786886857175,1
all10,llama31_instruct,AsBa,300,maximin_typeA,maximin,baseline,0.8,0.6078471211001263,10
round1,llama31_instruct,AsBa,300,maximin_typeA,maximin,baseline,1.0,0.5,1
round10,llama31_instruct,AsBa,300,maximin_typeA,maximin,baseline,1.0,0.6224593378772846,1
all10,llama31_instruct,AsBa,300,risk_aversion_typeA,risk_aversion,baseline,0.4,0.5155239016517068,10
round1,llama31_instruct,AsBa,300,risk_aversion_typeA,risk_aversion,baseline,0.0,0.46879062565915347,1
round10,llama31_instruct,AsBa,300,risk_aversion_typeA,risk_aversion,baseline,0.0,0.2942149500883212,1
all10,llama31_instruct,AsBa,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.4,0.5007565327836054,10
round1,llama31_instruct,AsBa,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.3486451466919427,1
round10,llama31_instruct,AsBa,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.2450850036907541,1
all10,llama31_instruct,BaBa,100,baseline,baseline,baseline,1.0,0.5920388250076165,10
round1,llama31_instruct,BaBa,100,baseline,baseline,baseline,1.0,0.6224593298549438,1
round10,llama31_instruct,BaBa,100,baseline,baseline,baseline,1.0,0.6513548405156295,1
all10,llama31_instruct,BaBa,100,inequity_aversion_typeA,inequity_aversion,baseline,0.9,0.5464551178435462,10
round1,llama31_instruct,BaBa,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5621764989797088,1
round10,llama31_instruct,BaBa,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5621765056457368,1
all10,llama31_instruct,BaBa,100,level1_typeA,level1,baseline,0.6,0.530565657572092,10
round1,llama31_instruct,BaBa,100,level1_typeA,level1,baseline,1.0,0.5926665976038847,1
round10,llama31_instruct,BaBa,100,level1_typeA,level1,baseline,1.0,0.6224593469891804,1
all10,llama31_instruct,BaBa,100,level2_typeA,level2,baseline,0.5,0.5658781431515376,10
round1,llama31_instruct,BaBa,100,level2_typeA,level2,baseline,1.0,0.8175744825146938,1
round10,llama31_instruct,BaBa,100,level2_typeA,level2,baseline,1.0,0.6224593267050069,1
all10,llama31_instruct,BaBa,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6558676136870294,10
round1,llama31_instruct,BaBa,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.7549149941204693,1
round10,llama31_instruct,BaBa,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.7310585611944482,1
all10,llama31_instruct,BaBa,100,maximin_typeA,maximin,baseline,1.0,0.7604643665496771,10
round1,llama31_instruct,BaBa,100,maximin_typeA,maximin,baseline,1.0,0.851952820599988,1
round10,llama31_instruct,BaBa,100,maximin_typeA,maximin,baseline,1.0,0.8933094056962647,1
all10,llama31_instruct,BaBa,100,risk_aversion_typeA,risk_aversion,baseline,0.5,0.431561258597487,10
round1,llama31_instruct,BaBa,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.4532618535895227,1
round10,llama31_instruct,BaBa,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.6654105721024468,1
all10,llama31_instruct,BaBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,0.6,0.5963385349060383,10
round1,llama31_instruct,BaBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8175744742555587,1
round10,llama31_instruct,BaBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8519528223624931,1
all10,llama31_instruct,BaBa,200,baseline,baseline,baseline,1.0,0.6614221071701051,10
round1,llama31_instruct,BaBa,200,baseline,baseline,baseline,1.0,0.7549149841921798,1
round10,llama31_instruct,BaBa,200,baseline,baseline,baseline,1.0,0.5926665942178089,1
all10,llama31_instruct,BaBa,200,inequity_aversion_typeA,inequity_aversion,baseline,0.7,0.5576246668233651,10
round1,llama31_instruct,BaBa,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.6513548548330075,1
round10,llama31_instruct,BaBa,200,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.40733338736578767,1
all10,llama31_instruct,BaBa,200,level1_typeA,level1,baseline,0.8,0.6068295877575804,10
round1,llama31_instruct,BaBa,200,level1_typeA,level1,baseline,1.0,0.7057850225598378,1
round10,llama31_instruct,BaBa,200,level1_typeA,level1,baseline,1.0,0.5,1
all10,llama31_instruct,BaBa,200,level2_typeA,level2,baseline,0.7,0.5735219693241265,10
round1,llama31_instruct,BaBa,200,level2_typeA,level2,baseline,1.0,0.8175744680418152,1
round10,llama31_instruct,BaBa,200,level2_typeA,level2,baseline,0.0,0.2689414500088279,1
all10,llama31_instruct,BaBa,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6830643626757871,10
round1,llama31_instruct,BaBa,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.7772998563480304,1
round10,llama31_instruct,BaBa,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.5,1
all10,llama31_instruct,BaBa,200,maximin_typeA,maximin,baseline,1.0,0.6935276635781721,10
round1,llama31_instruct,BaBa,200,maximin_typeA,maximin,baseline,1.0,0.7057850293687097,1
round10,llama31_instruct,BaBa,200,maximin_typeA,maximin,baseline,1.0,0.5312093644964118,1
all10,llama31_instruct,BaBa,200,risk_aversion_typeA,risk_aversion,baseline,0.2,0.3744085342258895,10
round1,llama31_instruct,BaBa,200,risk_aversion_typeA,risk_aversion,baseline,0.0,0.43782348578310043,1
round10,llama31_instruct,BaBa,200,risk_aversion_typeA,risk_aversion,baseline,0.0,0.19193279304999483,1
all10,llama31_instruct,BaBa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.7,0.6644889879992724,10
round1,llama31_instruct,BaBa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7981867832939753,1
round10,llama31_instruct,BaBa,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.245085007806366,1
all10,llama31_instruct,BaBa,300,baseline,baseline,baseline,1.0,0.6531784543814995,10
round1,llama31_instruct,BaBa,300,baseline,baseline,baseline,1.0,0.5926665808118362,1
round10,llama31_instruct,BaBa,300,baseline,baseline,baseline,1.0,0.6513548480220807,1
all10,llama31_instruct,BaBa,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.6331825479362593,10
round1,llama31_instruct,BaBa,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.6224593320969055,1
round10,llama31_instruct,BaBa,300,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5312093590695279,1
all10,llama31_instruct,BaBa,300,level1_typeA,level1,baseline,1.0,0.6663106901825142,10
round1,llama31_instruct,BaBa,300,level1_typeA,level1,baseline,1.0,0.5621764895585412,1
round10,llama31_instruct,BaBa,300,level1_typeA,level1,baseline,1.0,0.6224593239353665,1
all10,llama31_instruct,BaBa,300,level2_typeA,level2,baseline,0.4,0.560316760691887,10
round1,llama31_instruct,BaBa,300,level2_typeA,level2,baseline,0.0,0.2942149700444617,1
round10,llama31_instruct,BaBa,300,level2_typeA,level2,baseline,0.0,0.43782351467079245,1
all10,llama31_instruct,BaBa,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6692002430340817,10
round1,llama31_instruct,BaBa,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6513548531717667,1
round10,llama31_instruct,BaBa,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6224593230396772,1
all10,llama31_instruct,BaBa,300,maximin_typeA,maximin,baseline,1.0,0.6622877409670342,10
round1,llama31_instruct,BaBa,300,maximin_typeA,maximin,baseline,1.0,0.5312093780607814,1
round10,llama31_instruct,BaBa,300,maximin_typeA,maximin,baseline,1.0,0.6513548559749184,1
all10,llama31_instruct,BaBa,300,risk_aversion_typeA,risk_aversion,baseline,0.9,0.7530997992349475,10
round1,llama31_instruct,BaBa,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.5156199110846236,1
round10,llama31_instruct,BaBa,300,risk_aversion_typeA,risk_aversion,baseline,0.0,0.4687906374530476,1
all10,llama31_instruct,BaBa,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.4,0.529090827904779,10
round1,llama31_instruct,BaBa,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.3486451464621776,1
round10,llama31_instruct,BaBa,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.26894145668940195,1
all10,llama31_instruct,ChAs,100,baseline,baseline,baseline,1.0,0.6626664544678802,10
round1,llama31_instruct,ChAs,100,baseline,baseline,baseline,1.0,0.6791786958789241,1
round10,llama31_instruct,ChAs,100,baseline,baseline,baseline,1.0,0.7057850353173593,1
all10,llama31_instruct,ChAs,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5863230107402237,10
round1,llama31_instruct,ChAs,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.7310585605835982,1
round10,llama31_instruct,ChAs,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.6513548423561294,1
all10,llama31_instruct,ChAs,100,level1_typeA,level1,baseline,1.0,0.6469475109651449,10
round1,llama31_instruct,ChAs,100,level1_typeA,level1,baseline,1.0,0.7981867723523235,1
round10,llama31_instruct,ChAs,100,level1_typeA,level1,baseline,1.0,0.7310585437304342,1
all10,llama31_instruct,ChAs,100,level2_typeA,level2,baseline,0.5,0.5794652764326436,10
round1,llama31_instruct,ChAs,100,level2_typeA,level2,baseline,1.0,0.8807970819723264,1
round10,llama31_instruct,ChAs,100,level2_typeA,level2,baseline,1.0,0.8354835496575317,1
all10,llama31_instruct,ChAs,100,loss_aversion_typeA,loss_aversion,baseline,0.9,0.6410025851314549,10
round1,llama31_instruct,ChAs,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.7310585538059688,1
round10,llama31_instruct,ChAs,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.7549149907480615,1
all10,llama31_instruct,ChAs,100,maximin_typeA,maximin,baseline,0.5,0.5806376108118508,10
round1,llama31_instruct,ChAs,100,maximin_typeA,maximin,baseline,1.0,0.777299852156494,1
round10,llama31_instruct,ChAs,100,maximin_typeA,maximin,baseline,1.0,0.7310585715944415,1
all10,llama31_instruct,ChAs,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.7789350982813134,10
round1,llama31_instruct,ChAs,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.7981867754209896,1
round10,llama31_instruct,ChAs,100,risk_aversion_typeA,risk_aversion,baseline,1.0,0.8740772309096299,1
all10,llama31_instruct,ChAs,100,selfish_maximizer_typeA,selfish_maximizer,baseline,0.5,0.6035243123655818,10
round1,llama31_instruct,ChAs,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8519528175248751,1
round10,llama31_instruct,ChAs,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.8519528197329983,1
all10,llama31_instruct,ChAs,200,baseline,baseline,baseline,1.0,0.567688627172698,10
round1,llama31_instruct,ChAs,200,baseline,baseline,baseline,1.0,0.5621765133181209,1
round10,llama31_instruct,ChAs,200,baseline,baseline,baseline,1.0,0.5312093747881225,1
all10,llama31_instruct,ChAs,200,inequity_aversion_typeA,inequity_aversion,baseline,0.7,0.546004456859724,10
round1,llama31_instruct,ChAs,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5926666070106983,1
round10,llama31_instruct,ChAs,200,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.40733339016503634,1
all10,llama31_instruct,ChAs,200,level1_typeA,level1,baseline,0.7,0.5602058576227462,10
round1,llama31_instruct,ChAs,200,level1_typeA,level1,baseline,1.0,0.5926665949233171,1
round10,llama31_instruct,ChAs,200,level1_typeA,level1,baseline,0.0,0.4073334170951774,1
all10,llama31_instruct,ChAs,200,level2_typeA,level2,baseline,0.7,0.6099911529667493,10
round1,llama31_instruct,ChAs,200,level2_typeA,level2,baseline,1.0,0.8807970774711491,1
round10,llama31_instruct,ChAs,200,level2_typeA,level2,baseline,0.0,0.2942149721788121,1
all10,llama31_instruct,ChAs,200,loss_aversion_typeA,loss_aversion,baseline,0.8,0.5644238305836586,10
round1,llama31_instruct,ChAs,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6513548513051964,1
round10,llama31_instruct,ChAs,200,loss_aversion_typeA,loss_aversion,baseline,1.0,0.5,1
all10,llama31_instruct,ChAs,200,maximin_typeA,maximin,baseline,0.7,0.5123455784389821,10
round1,llama31_instruct,ChAs,200,maximin_typeA,maximin,baseline,1.0,0.6513548530752784,1
round10,llama31_instruct,ChAs,200,maximin_typeA,maximin,baseline,0.0,0.4073334005104856,1
all10,llama31_instruct,ChAs,200,risk_aversion_typeA,risk_aversion,baseline,0.7,0.6104698617553571,10
round1,llama31_instruct,ChAs,200,risk_aversion_typeA,risk_aversion,baseline,1.0,0.6370308147601632,1
round10,llama31_instruct,ChAs,200,risk_aversion_typeA,risk_aversion,baseline,0.0,0.22270013742490927,1
all10,llama31_instruct,ChAs,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.7,0.6827394514567005,10
round1,llama31_instruct,ChAs,200,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.851952817044307,1
round10,llama31_instruct,ChAs,200,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.24508501418453824,1
all10,llama31_instruct,ChAs,300,baseline,baseline,baseline,0.2,0.4631383241367841,10
round1,llama31_instruct,ChAs,300,baseline,baseline,baseline,1.0,0.5621764925589208,1
round10,llama31_instruct,ChAs,300,baseline,baseline,baseline,0.0,0.3486451399347309,1
all10,llama31_instruct,ChAs,300,inequity_aversion_typeA,inequity_aversion,baseline,0.3,0.4186225717475679,10
round1,llama31_instruct,ChAs,300,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.4073333998779766,1
round10,llama31_instruct,ChAs,300,inequity_aversion_typeA,inequity_aversion,baseline,0.0,0.34864514798563045,1
all10,llama31_instruct,ChAs,300,level1_typeA,level1,baseline,0.3,0.4323561084628875,10
round1,llama31_instruct,ChAs,300,level1_typeA,level1,baseline,0.0,0.5,1
round10,llama31_instruct,ChAs,300,level1_typeA,level1,baseline,0.0,0.34864514238220295,1
all10,llama31_instruct,ChAs,300,level2_typeA,level2,baseline,0.4,0.49014349417802966,10
round1,llama31_instruct,ChAs,300,level2_typeA,level2,baseline,0.0,0.24508501384251452,1
round10,llama31_instruct,ChAs,300,level2_typeA,level2,baseline,0.0,0.29421495997983355,1
all10,llama31_instruct,ChAs,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6388461225632923,10
round1,llama31_instruct,ChAs,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.592666595725064,1
round10,llama31_instruct,ChAs,300,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6513548559859406,1
all10,llama31_instruct,ChAs,300,maximin_typeA,maximin,baseline,0.1,0.347909451138747,10
round1,llama31_instruct,ChAs,300,maximin_typeA,maximin,baseline,0.0,0.2942149616644865,1
round10,llama31_instruct,ChAs,300,maximin_typeA,maximin,baseline,0.0,0.13296424602993656,1
all10,llama31_instruct,ChAs,300,risk_aversion_typeA,risk_aversion,baseline,0.9,0.6788494993194721,10
round1,llama31_instruct,ChAs,300,risk_aversion_typeA,risk_aversion,baseline,1.0,0.5774953824786431,1
round10,llama31_instruct,ChAs,300,risk_aversion_typeA,risk_aversion,baseline,0.0,0.4073334089481008,1
all10,llama31_instruct,ChAs,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.4,0.49080525685634535,10
round1,llama31_instruct,ChAs,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.2942149826565082,1
round10,llama31_instruct,ChAs,300,selfish_maximizer_typeA,selfish_maximizer,baseline,0.0,0.1824255282161266,1
all10,llama31_instruct,ChBa,100,baseline,baseline,baseline,1.0,0.6243393094080515,10
round1,llama31_instruct,ChBa,100,baseline,baseline,baseline,1.0,0.6513548704471664,1
round10,llama31_instruct,ChBa,100,baseline,baseline,baseline,1.0,0.6791786890029371,1
all10,llama31_instruct,ChBa,100,inequity_aversion_typeA,inequity_aversion,baseline,0.7,0.5521978854396334,10
round1,llama31_instruct,ChBa,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5312093810984398,1
round10,llama31_instruct,ChBa,100,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.6224593220982592,1
all10,llama31_instruct,ChBa,100,level1_typeA,level1,baseline,0.6,0.5394834947685698,10
round1,llama31_instruct,ChBa,100,level1_typeA,level1,baseline,1.0,0.6513548621026365,1
round10,llama31_instruct,ChBa,100,level1_typeA,level1,baseline,1.0,0.6224593269331022,1
all10,llama31_instruct,ChBa,100,level2_typeA,level2,baseline,0.6,0.5377537722661645,10
round1,llama31_instruct,ChBa,100,level2_typeA,level2,baseline,1.0,0.5926665992951099,1
round10,llama31_instruct,ChBa,100,level2_typeA,level2,baseline,1.0,0.6791786866127569,1
all10,llama31_instruct,ChBa,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.6641380052320116,10
round1,llama31_instruct,ChBa,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.7772998513671342,1
round10,llama31_instruct,ChBa,100,loss_aversion_typeA,loss_aversion,baseline,1.0,0.7549149961541819,1
all10,llama31_instruct,ChBa,100,maximin_typeA,maximin,baseline,0.5,0.48470505502567435,10
round1,llama31_instruct,ChBa,100,maximin_typeA,maximin,baseline,1.0,0.6513548662805314,1
round10,llama31_instruct,ChBa,100,maximin_typeA,maximin,baseline,1.0,0.5926665940748432,1
all10,llama31_instruct,ChBa,100,risk_aversion_typeA,risk_aversion,baseline,0.0,0.1994029177005447,10
round1,llama31_instruct,ChBa,100,risk_aversion_typeA,risk_aversion,baseline,0.0,0.30735801969126453,1
round10,llama31_instruct,ChBa,100,risk_aversion_typeA,risk_aversion,baseline,0.0,0.2942149645476483,1
all10,llama31_instruct,ChBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7327272816001049,10
round1,llama31_instruct,ChBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.7772998568955554,1
round10,llama31_instruct,ChBa,100,selfish_maximizer_typeA,selfish_maximizer,baseline,1.0,0.851952817898354,1
all10,llama31_instruct,ChBa,200,baseline,baseline,baseline,1.0,0.6475065154208139,10
round1,llama31_instruct,ChBa,200,baseline,baseline,baseline,1.0,0.6513548588851537,1
round10,llama31_instruct,ChBa,200,baseline,baseline,baseline,1.0,0.62245933421714,1
all10,llama31_instruct,ChBa,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.6336122557957283,10
round1,llama31_instruct,ChBa,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.6513548513069869,1
round10,llama31_instruct,ChBa,200,inequity_aversion_typeA,inequity_aversion,baseline,1.0,0.5,1
all10,llama31_instruct,ChBa,200,level1_typeA,level1,baseline,1.0,0.6965021826208174,10
round1,llama31_instruct,ChBa,200,level1_typeA,level1,baseline,1.0,0.798186784129123,1
round10,llama31_instruct,ChBa,200,level1_typeA,level1,baseline,1.0,0.5621765093849637,1
all10,llama31_instruct,ChBa,200,level2_typeA,level2,baseline,0.7,0.6521539211172531,10
