sample,agent_kind,condition,trait_p1,trait_p2,game_code,bruns_name,canonical_id,nagel_lk_type,griffiths_game_id,griffiths_unique_id,griffiths_role,n_pooled,matrix_8vec,payoff_kind,realized_p1,realized_p2,pref0_p1,pref0_p2,ne_count,ne_kind,ne1_p1,ne1_p2,ne2_p1,ne2_p2,ne3_p1,ne3_p2,dom_p1,dom_p2,l1_p1,l1_p2,l2_p1,l2_p2,l3_p1,l3_p2,l1alpha_p1,l1alpha_p2,maximin_p1,maximin_p2,equalsplit_p1,equalsplit_p2,target_paydom_p1,target_paydom_p2,target_riskdom_p1,target_riskdom_p2,target_p1,target_p2,in_model_set,dominance_profile,iesds_depth,num_pure_ne,pure_ne_cells,ne_pareto_rankable,ne_distributional_conflict,payoff_variance,payoff_conflict,p1_maximin_action,p2_maximin_action,joint_maximin_cell,maximin_is_ne,maximin_to_ne_action_distance,maximin_to_ne_payoff_distance,l1_action_p1,l1_action_p2,l2_action_p1,l2_action_p2,near_equal_split_cell,pareto_efficient_cells,source,frac_choose_A,entropy_binary,lk_type,emp_class,up_choice,topology,delta_norm,dominant_action_p1,dominant_action_p2,nash_action_p1,nash_action_p2,payoff_dominant_ne_p1,payoff_dominant_ne_p2,risk_dominant_ne_p1,risk_dominant_ne_p2,l0_action_p1,l0_action_p2,cooperative_action_p1,cooperative_action_p2,canonical_action_p1,canonical_action_p2,complexity_score,complexity_score_n_components
gptoss,llm,inequity_aversion_typeB,inequity_aversion,inequity_aversion,BaBa,BaBa,14,CO2,,,,3,"[3,2,1,4,4,2,1,3]",ordinal,0.6666666666666666,0.6666666666666666,0.41818213527097153,0.42820123550777067,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,,,,,1.0,1.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.2,0,1,"(0,1)",False,1.0,3.0,-1,-1,-1,-1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,-0.0169508502148298,4
gptoss,llm,length_match_null_typeA,length_match_null,baseline,BaBa,BaBa,14,CO2,,,,3,"[3,2,1,4,4,2,1,3]",ordinal,1.0,0.6666666666666666,0.3627189554977026,0.45297190811177407,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,,,,,1.0,1.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.2,0,1,"(0,1)",False,1.0,3.0,-1,-1,-1,-1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,-0.0169508502148298,4
gptoss,llm,level0_naive_typeA,level0_naive,baseline,BaBa,BaBa,14,CO2,,,,3,"[3,2,1,4,4,2,1,3]",ordinal,0.6666666666666666,0.6666666666666666,0.4152748657686122,0.4788255267625412,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,,,,,1.0,1.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.2,0,1,"(0,1)",False,1.0,3.0,-1,-1,-1,-1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,-0.0169508502148298,4
gptoss,llm,level0_naive_typeB,level0_naive,level0_naive,BaBa,BaBa,14,CO2,,,,3,"[3,2,1,4,4,2,1,3]",ordinal,0.6666666666666666,0.6666666666666666,0.4152748657686122,0.413832440507599,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,,,,,1.0,1.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.2,0,1,"(0,1)",False,1.0,3.0,-1,-1,-1,-1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,-0.0169508502148298,4
gptoss,llm,level1_typeA,level1,baseline,BaBa,BaBa,14,CO2,,,,3,"[3,2,1,4,4,2,1,3]",ordinal,0.6666666666666666,0.6666666666666666,0.4278948201782032,0.4788255267625412,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,,,,,1.0,1.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.2,0,1,"(0,1)",False,1.0,3.0,-1,-1,-1,-1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,-0.0169508502148298,4
gptoss,llm,level1_typeB,level1,level1,BaBa,BaBa,14,CO2,,,,3,"[3,2,1,4,4,2,1,3]",ordinal,0.6666666666666666,0.6666666666666666,0.46140373288451175,0.462590087795895,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,,,,,1.0,1.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.2,0,1,"(0,1)",False,1.0,3.0,-1,-1,-1,-1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,-0.0169508502148298,4
gptoss,llm,level2_typeA,level2,baseline,BaBa,BaBa,14,CO2,,,,3,"[3,2,1,4,4,2,1,3]",ordinal,0.6666666666666666,0.6666666666666666,0.41234289544985486,0.44514061498012086,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,,,,,1.0,1.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.2,0,1,"(0,1)",False,1.0,3.0,-1,-1,-1,-1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,-0.0169508502148298,4
gptoss,llm,level2_typeB,level2,level2,BaBa,BaBa,14,CO2,,,,3,"[3,2,1,4,4,2,1,3]",ordinal,0.6666666666666666,0.6666666666666666,0.41234289544985486,0.3883149605183143,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,,,,,1.0,1.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.2,0,1,"(0,1)",False,1.0,3.0,-1,-1,-1,-1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,-0.0169508502148298,4
gptoss,llm,loss_aversion_typeA,loss_aversion,baseline,BaBa,BaBa,14,CO2,,,,3,"[3,2,1,4,4,2,1,3]",ordinal,0.6666666666666666,0.6666666666666666,0.44312931911607617,0.4716539389944982,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,,,,,1.0,1.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.2,0,1,"(0,1)",False,1.0,3.0,-1,-1,-1,-1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,-0.0169508502148298,4
gptoss,llm,loss_aversion_typeB,loss_aversion,loss_aversion,BaBa,BaBa,14,CO2,,,,3,"[3,2,1,4,4,2,1,3]",ordinal,0.6666666666666666,0.6666666666666666,0.44312931911607617,0.4297115984442667,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,,,,,1.0,1.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.2,0,1,"(0,1)",False,1.0,3.0,-1,-1,-1,-1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,-0.0169508502148298,4
gptoss,llm,maximin_typeA,maximin,baseline,BaBa,BaBa,14,CO2,,,,3,"[3,2,1,4,4,2,1,3]",ordinal,1.0,0.6666666666666666,0.4608557268977369,0.462942382117654,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,,,,,1.0,1.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.2,0,1,"(0,1)",False,1.0,3.0,-1,-1,-1,-1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,-0.0169508502148298,4
gptoss,llm,maximin_typeB,maximin,maximin,BaBa,BaBa,14,CO2,,,,3,"[3,2,1,4,4,2,1,3]",ordinal,1.0,1.0,0.4608557268977369,0.9771119537452183,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,,,,,1.0,1.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.2,0,1,"(0,1)",False,1.0,3.0,-1,-1,-1,-1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,-0.0169508502148298,4
gptoss,llm,risk_aversion_typeA,risk_aversion,baseline,BaBa,BaBa,14,CO2,,,,3,"[3,2,1,4,4,2,1,3]",ordinal,0.6666666666666666,0.6666666666666666,0.4193855319383805,0.4601357718711636,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,,,,,1.0,1.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.2,0,1,"(0,1)",False,1.0,3.0,-1,-1,-1,-1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,-0.0169508502148298,4
gptoss,llm,risk_aversion_typeB,risk_aversion,risk_aversion,BaBa,BaBa,14,CO2,,,,3,"[3,2,1,4,4,2,1,3]",ordinal,0.6666666666666666,0.6666666666666666,0.4193855319383805,0.44186207044082265,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,,,,,1.0,1.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.2,0,1,"(0,1)",False,1.0,3.0,-1,-1,-1,-1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,-0.0169508502148298,4
gptoss,llm,selfish_maximizer_typeA,selfish_maximizer,baseline,BaBa,BaBa,14,CO2,,,,3,"[3,2,1,4,4,2,1,3]",ordinal,0.6666666666666666,0.6666666666666666,0.43829209780561157,0.462942382117654,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,,,,,1.0,1.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.2,0,1,"(0,1)",False,1.0,3.0,-1,-1,-1,-1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,-0.0169508502148298,4
gptoss,llm,selfish_maximizer_typeB,selfish_maximizer,selfish_maximizer,BaBa,BaBa,14,CO2,,,,3,"[3,2,1,4,4,2,1,3]",ordinal,0.6666666666666666,1.0,0.3709318058547302,0.468226063701227,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,,,,,1.0,1.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.2,0,1,"(0,1)",False,1.0,3.0,-1,-1,-1,-1,"(0,1)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,-0.0169508502148298,4
gptoss,llm,baseline,baseline,baseline,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.6395932138777797,0.6294888986205772,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,inequity_aversion_typeA,inequity_aversion,baseline,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.6290864701132888,0.634204296367292,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,inequity_aversion_typeB,inequity_aversion,inequity_aversion,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.6806872148250509,0.675854553897587,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,length_match_null_typeA,length_match_null,baseline,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.6038257357652104,0.6334287821314256,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,level0_naive_typeA,level0_naive,baseline,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.585642311059808,0.611186590625632,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,level0_naive_typeB,level0_naive,level0_naive,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.585642311059808,0.6048426636806483,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,level1_typeA,level1,baseline,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.6131922414528548,0.611186590625632,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,level1_typeB,level1,level1,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.6112995317292491,0.6344441621038183,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,level2_typeA,level2,baseline,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.6425028894955535,0.6166981077530741,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,level2_typeB,level2,level2,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.6425028894955535,0.6507925116227565,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,loss_aversion_typeA,loss_aversion,baseline,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.6326874786731426,0.6166336674136872,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,loss_aversion_typeB,loss_aversion,loss_aversion,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.6326874786731426,0.6593919472327342,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,maximin_typeA,maximin,baseline,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.6666666666666666,0.3333333333333333,0.9855286215724783,0.6212496143250653,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,maximin_typeB,maximin,maximin,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.6666666666666666,0.6666666666666666,0.9855286215724783,0.9857819842275962,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,risk_aversion_typeA,risk_aversion,baseline,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.5769851030743529,0.634204296367292,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,risk_aversion_typeB,risk_aversion,risk_aversion,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.5769851030743529,0.6002056600038768,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,selfish_maximizer_typeA,selfish_maximizer,baseline,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.5710231400351513,0.6212496143250653,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,selfish_maximizer_typeB,selfish_maximizer,selfish_maximizer,ChAs,ChAs,25,MP,,,,3,"[2,3,1,4,2,4,3,1]",ordinal,0.3333333333333333,0.3333333333333333,0.5826831494055557,0.5613754450904183,1,unique_mixed,0.5,0.5,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,True,2,0,0,,,,1.25,1.4,0,0,"(0,0)",False,,,-1,-1,-1,-1,"(0,0)","(0,1);(1,1)",bruns,,,,,,,,,,,,,,,,1,1,,,0,0,0.3368858560744445,3
gptoss,llm,baseline,baseline,baseline,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.3333333333333333,0.3333333333333333,0.46130582048977015,0.43253997351068607,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
gptoss,llm,inequity_aversion_typeA,inequity_aversion,baseline,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.3333333333333333,0.3333333333333333,0.4312946704593322,0.4554229846566888,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
gptoss,llm,inequity_aversion_typeB,inequity_aversion,inequity_aversion,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.3333333333333333,0.3333333333333333,0.43963051924911684,0.457030680769876,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
gptoss,llm,length_match_null_typeA,length_match_null,baseline,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.3333333333333333,0.3333333333333333,0.5040161196812111,0.4605800570154115,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
gptoss,llm,level0_naive_typeA,level0_naive,baseline,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.3333333333333333,0.3333333333333333,0.47779322753630904,0.446619206672735,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
gptoss,llm,level0_naive_typeB,level0_naive,level0_naive,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.3333333333333333,0.3333333333333333,0.47779322753630904,0.47760824280935976,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
gptoss,llm,level1_typeA,level1,baseline,ChBa,ChBa,26,CO2,,,,3,"[2,3,1,4,4,2,1,3]",ordinal,0.3333333333333333,0.3333333333333333,0.4442091377663124,0.446619206672735,3,two_pure_plus_mixed,0.0,0.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,True,2,0,2,"(0,0);(1,1)",False,True,1.25,0.6000000000000001,0,1,"(0,1)",False,1.0,2.0,-1,-1,-1,-1,"(1,0)","(0,0);(1,1)",bruns,,,,,,,,,,,,,,,,1,0,,,0,1,0.1562542305420579,4
